stype,ltype,clr,vn,vin,way_state,state1,state2
科鲁泽 LT,科鲁泽 RS 330T自动 畅快版 20,珍珠黑;曜黑;墨玉黑;耀岩黑;碳晶黑;极夜黑;霸道黑;,1,LSGKB5412LV017980,托盘车(0天),正常 ,正常 
科鲁泽 LT,科鲁泽 RS 330T自动 畅快版(GB6) 19,风尚红;玛瑙红;纳帕红;烈焰红;火山红;枫叶红;珊瑚红;日出红;焰光红;任性红;,1,LSGKB5412KV403717,托盘车(0天),正常 ,正常 
科鲁泽 LT,科鲁泽 RS 330T自动 畅快版(GB6) 19,风尚红;玛瑙红;纳帕红;烈焰红;火山红;枫叶红;珊瑚红;日出红;焰光红;任性红;,1,LSGKB5414KV405565,托盘车(0天),正常 ,正常 
科鲁泽 LT,科鲁泽 RS 330T自动 畅快版(GB6) 19,风尚红;玛瑙红;纳帕红;烈焰红;火山红;枫叶红;珊瑚红;日出红;焰光红;任性红;,1,LSGKB5414KV404707,托盘车(0天),正常 ,正常 
科鲁泽 LT,科鲁泽 RS 330T自动 畅快版(GB6) 19,风尚红;玛瑙红;纳帕红;烈焰红;火山红;枫叶红;珊瑚红;日出红;焰光红;任性红;,1,LSGKB5416KV404465,托盘车(0天),正常 ,正常 
科鲁泽 LT,科鲁泽 RS 330T自动 畅快版(GB6) 19,风尚红;玛瑙红;纳帕红;烈焰红;火山红;枫叶红;珊瑚红;日出红;焰光红;任性红;,1,LSGKB5417KV404894,托盘车(0天),正常 ,正常 
新科沃兹 LT,新科沃兹 325T自动欣悦版(BT)(GB6) 20,闪电白;雪域白;幻白;茉莉白;象牙白;极光白;珍珠白;冰原白;流云白;天真白;,1,LSGEN54A5LD058095,托盘车(0天),正常 ,正常 
新科沃兹 LT,新科沃兹 325T自动欣悦版(BT)(GB6) 20,闪电白;雪域白;幻白;茉莉白;象牙白;极光白;珍珠白;冰原白;流云白;天真白;,1,LSGEN54A4LD057844,托盘车(0天),正常 ,正常 
新科沃兹 LT,新科沃兹 325T自动欣悦版(BT)(GB6) 20,闪电白;雪域白;幻白;茉莉白;象牙白;极光白;珍珠白;冰原白;流云白;天真白;,1,LSGEN54A9LD057645,托盘车(0天),正常 ,正常 
新科沃兹 LT,新科沃兹 325T自动欣悦版(BT)(GB6) 20,闪电白;雪域白;幻白;茉莉白;象牙白;极光白;珍珠白;冰原白;流云白;天真白;,1,LSGEN54A5LD057805,托盘车(0天),正常 ,正常 
新科沃兹 LT,新科沃兹 325T自动欣悦版(BT)(GB6) 20,闪电白;雪域白;幻白;茉莉白;象牙白;极光白;珍珠白;冰原白;流云白;天真白;,1,LSGEN54A7LD057563,托盘车(0天),正常 ,正常 
新科沃兹 LT,新科沃兹 325T自动欣悦版(BT)(GB6) 20,闪电白;雪域白;幻白;茉莉白;象牙白;极光白;珍珠白;冰原白;流云白;天真白;,1,LSGEN54A5LD058596,托盘车(0天),正常 ,正常 
新科沃兹 LT,新科沃兹 325T自动欣悦版(BT)(GB6) 20,陨铁灰;云母灰;海崖灰;,1,LSGEN54A8LD034616,托盘车(0天),正常 ,正常 
新科沃兹 LT,新科沃兹 Redline 325T自动欣尚版(BT)(GB6) 20,闪电白;雪域白;幻白;茉莉白;象牙白;极光白;珍珠白;冰原白;流云白;天真白;,1,LSGEN54AXLD071070,托盘车(0天),正常 ,正常 
新科沃兹 LT,新科沃兹 Redline 325T自动欣尚版(BT)(GB6) 20,闪电白;雪域白;幻白;茉莉白;象牙白;极光白;珍珠白;冰原白;流云白;天真白;,1,LSGEN54A8LD071181,托盘车(0天),正常 ,正常 
新科沃兹 LT,新科沃兹 Redline 325T自动欣尚版(BT)(GB6) 20,陨铁灰;云母灰;海崖灰;,1,LSGEN54A2LD076991,托盘车(0天),正常 ,正常 
新一代创酷 LS,新一代创酷 325T 自动劲版(BLACK) 20,闪电白;雪域白;幻白;茉莉白;象牙白;极光白;珍珠白;冰原白;流云白;天真白;,1,LSGEM82A7LG004674,托盘车(0天),正常 ,正常 
新一代创酷 LS,新一代创酷 325T 自动劲版(BLACK) 20,闪电白;雪域白;幻白;茉莉白;象牙白;极光白;珍珠白;冰原白;流云白;天真白;,1,LSGEM82A6LG005119,托盘车(0天),正常 ,正常 
新一代创酷 LS,新一代创酷 325T 自动劲版(BLACK) 20,闪电白;雪域白;幻白;茉莉白;象牙白;极光白;珍珠白;冰原白;流云白;天真白;,1,LSGEM82AXLG004619,托盘车(0天),正常 ,正常 
新一代创酷 LS,新一代创酷 325T 自动劲版(BLACK) 20,闪电白;雪域白;幻白;茉莉白;象牙白;极光白;珍珠白;冰原白;流云白;天真白;,1,LSGEM82A1LG004685,托盘车(0天),正常 ,正常 
新一代创酷 LS,新一代创酷 325T 自动劲版(BLACK) 20,珍珠黑;曜黑;墨玉黑;耀岩黑;碳晶黑;极夜黑;霸道黑;,1,LSGEM82A1LG005447,托盘车(0天),正常 ,正常 
新一代创酷 LT,新一代创酷 325T 自动趣版(BLACK)(Redline)(LED) 20,闪电白;雪域白;幻白;茉莉白;象牙白;极光白;珍珠白;冰原白;流云白;天真白;,1,LSGEM83A6LG004924,托盘车(0天),正常 ,正常 
新一代创酷 LT,新一代创酷 325T 自动趣版(BLACK)(Redline)(LED) 20,闪电白;雪域白;幻白;茉莉白;象牙白;极光白;珍珠白;冰原白;流云白;天真白;,1,LSGEM83A4LG004727,托盘车(0天),正常 ,正常 
新一代创酷 LT,新一代创酷 325T 自动趣版(BLACK)(Redline)(LED) 20,珍珠黑;曜黑;墨玉黑;耀岩黑;碳晶黑;极夜黑;霸道黑;,1,LSGEM83A5LG006311,托盘车(0天),正常 ,正常 
科鲁泽 LS,科鲁泽 Redline 320T双离合 欢快版(GB6)(SRF) 19,闪电白;雪域白;幻白;茉莉白;象牙白;极光白;珍珠白;冰原白;流云白;天真白;,1,LSGKB54A0KV371799,托盘车(0天),正常 ,正常 
科鲁泽 LT,科鲁泽 Redline 320T双离合 爽快版(GB6) 19,闪电白;雪域白;幻白;茉莉白;象牙白;极光白;珍珠白;冰原白;流云白;天真白;,1,LSGKB54A3KV376527,托盘车(0天),正常 ,正常 
科鲁泽 LT,科鲁泽 Redline 320T双离合 爽快版(GB6) 19,闪电白;雪域白;幻白;茉莉白;象牙白;极光白;珍珠白;冰原白;流云白;天真白;,1,LSGKB54A2KV379337,托盘车(0天),正常 ,正常 
科鲁泽 LT,科鲁泽 RS 330T自动 畅快版(GB6) 19,闪电白;雪域白;幻白;茉莉白;象牙白;极光白;珍珠白;冰原白;流云白;天真白;,1,LSGKB5414KV378867,托盘车(0天),正常 ,正常 
科鲁泽 LT,科鲁泽 RS 330T自动 畅快版(GB6) 19,闪电白;雪域白;幻白;茉莉白;象牙白;极光白;珍珠白;冰原白;流云白;天真白;,1,LSGKB5414KV370087,托盘车(0天),正常 ,正常 
科鲁泽 LT,科鲁泽 RS 330T自动 畅快版(GB6) 19,陨铁灰;高冷灰;,1,LSGKB5415KV367960,托盘车(0天),正常 ,正常 
全新迈锐宝XL LT,全新迈锐宝XL 535T 锐动版(B-SRF)(Black) 19,闪电白;雪域白;幻白;茉莉白;象牙白;极光白;珍珠白;冰原白;流云白;天真白;,1,LSGZG5391KS080267,托盘车(0天),正常 ,正常 
全新迈锐宝XL LT,全新迈锐宝XL 535T 锐动版(B-SRF)(Black) 19,闪电白;雪域白;幻白;茉莉白;象牙白;极光白;珍珠白;冰原白;流云白;天真白;,1,LSGZG539XKS080252,托盘车(0天),正常 ,正常 
全新迈锐宝XL LT,全新迈锐宝XL 535T 锐联版(B-SRF) 19,闪电白;雪域白;幻白;茉莉白;象牙白;极光白;珍珠白;冰原白;流云白;天真白;,1,LSGZG5394KS070493,托盘车(0天),正常 ,正常 
新科沃兹 LT,新科沃兹 Redline 325T自动欣尚版(BT)(GB6) 20,闪电白;雪域白;幻白;茉莉白;象牙白;极光白;珍珠白;冰原白;流云白;天真白;,1,LSGEN54A8LD018643,托盘车(0天),正常 ,正常 
科鲁泽 LS,科鲁泽 Redline 320T双离合 欢快版(GB6)(SRF) 19,闪电白;雪域白;幻白;茉莉白;象牙白;极光白;珍珠白;冰原白;流云白;天真白;,1,LSGKB54A2KV368645,托盘车(0天),正常 ,正常 
科鲁泽 LT,科鲁泽 Redline 320T双离合 爽快版(GB6) 19,闪电白;雪域白;幻白;茉莉白;象牙白;极光白;珍珠白;冰原白;流云白;天真白;,1,LSGKB54A9KV381215,托盘车(0天),正常 ,正常 
科鲁泽 LT,科鲁泽 Redline 320T双离合 爽快版(GB6) 19,闪电白;雪域白;幻白;茉莉白;象牙白;极光白;珍珠白;冰原白;流云白;天真白;,1,LSGKB54A6KV368745,托盘车(0天),正常 ,正常 
科鲁泽 LT,科鲁泽 RS 330T自动 畅快版(GB6) 19,闪电白;雪域白;幻白;茉莉白;象牙白;极光白;珍珠白;冰原白;流云白;天真白;,1,LSGKB5418KV378757,托盘车(0天),正常 ,正常 
科鲁泽 LT,科鲁泽 RS 330T自动 畅快版(GB6) 19,闪电白;雪域白;幻白;茉莉白;象牙白;极光白;珍珠白;冰原白;流云白;天真白;,1,LSGKB5416KV370768,托盘车(0天),正常 ,正常 
科鲁泽 LT,科鲁泽 RS 330T自动 畅快版(GB6) 19,闪电白;雪域白;幻白;茉莉白;象牙白;极光白;珍珠白;冰原白;流云白;天真白;,1,LSGKB5410KV377974,托盘车(0天),正常 ,正常 
科鲁泽 LT,科鲁泽 RS 330T自动 畅快版(GB6) 19,闪电白;雪域白;幻白;茉莉白;象牙白;极光白;珍珠白;冰原白;流云白;天真白;,1,LSGKB5411KV380382,托盘车(0天),正常 ,正常 
全新迈锐宝XL LT,全新迈锐宝XL 535T 锐动版(B-SRF)(Black) 19,闪电白;雪域白;幻白;茉莉白;象牙白;极光白;珍珠白;冰原白;流云白;天真白;,1,LSGZG5391KS082598,托盘车(0天),正常 ,正常 
全新迈锐宝XL LT,全新迈锐宝XL 535T 锐联版(B-SRF) 19,墨玉黑;元黑;炫黑;钢琴黑;爵士黑;珠光黑;,1,LSGZG5393KS072803,托盘车(0天),正常 ,正常 
新科沃兹 LT,新科沃兹 325T自动欣悦版(BT)(GB6) 20,闪电白;雪域白;幻白;茉莉白;象牙白;极光白;珍珠白;冰原白;流云白;天真白;,1,LSGEN54A7LD036048,托盘车(0天),正常 ,正常 
探界者 LT ,探界者 550T 9速 四驱拓界版Base(Black)(RS&redline)(Liftgate)(GB6) 19.5 ,珍珠黑;曜黑;墨玉黑;耀岩黑;碳晶黑;极夜黑;霸道黑; ,29576422,LSGXC83L3KV430769,VSC->Dealer(2天) ,正常 ,正常 
科鲁泽 LS ,科鲁泽 Redline 320T双离合 欢快版(SRF)&ACC 20 ,闪电白;雪域白;幻白;茉莉白;象牙白;极光白;珍珠白;冰原白;流云白;天真白; ,29602705,LSGKB54AXLV063069,VSC->Dealer(2天) ,正常 ,正常 
科鲁泽 LS ,科鲁泽 Redline 320T双离合 欢快版(SRF)&ACC 20 ,闪电白;雪域白;幻白;茉莉白;象牙白;极光白;珍珠白;冰原白;流云白;天真白; ,29602419,LSGKB54A0LV063582,VSC(3天) ,正常 ,正常 
科鲁泽 LS ,科鲁泽 Redline 320T双离合 欢快版(SRF)&ACC 20 ,闪电白;雪域白;幻白;茉莉白;象牙白;极光白;珍珠白;冰原白;流云白;天真白; ,29602568,LSGKB54AXLV063590,VSC(3天) ,正常 ,正常 
科鲁泽 LS ,科鲁泽 Redline 320T双离合 欢快版(SRF)&ACC 20 ,陨铁灰;高冷灰; ,29602810,LSGKB54A1LV063333,VSC->Dealer(2天) ,正常 ,正常 
科鲁泽 LS ,科鲁泽 Redline 320T双离合 欢快版(SRF)&ACC 20 ,陨铁灰;高冷灰; ,29602800,LSGKB54A8LV063281,VSC(3天) ,正常 ,正常 
科鲁泽 LS ,科鲁泽 Redline 320T双离合 欢快版(SRF)&ACC 20 ,陨铁灰;高冷灰; ,29602819,LSGKB54A9LV063337,VSC(3天) ,正常 ,正常 
科鲁泽 LT ,科鲁泽 RS 330T自动 畅快版 20 ,闪电白;雪域白;幻白;茉莉白;象牙白;极光白;珍珠白;冰原白;流云白;天真白; ,29580802,LSGKB5417LV060758,VDC->VSC(5天) ,正常 ,正常 
科鲁泽 LT ,科鲁泽 RS 330T自动 畅快版 20 ,闪电白;雪域白;幻白;茉莉白;象牙白;极光白;珍珠白;冰原白;流云白;天真白; ,29580991,LSGKB5413LV060580,VDC->VSC(5天) ,正常 ,正常 
科鲁泽 LT ,科鲁泽 RS 330T自动 畅快版 20 ,闪电白;雪域白;幻白;茉莉白;象牙白;极光白;珍珠白;冰原白;流云白;天真白; ,29580943,LSGKB5412LV060635,VDC->VSC(5天) ,正常 ,正常 
科鲁泽 LT ,科鲁泽 RS 330T自动 畅快版 20 ,闪电白;雪域白;幻白;茉莉白;象牙白;极光白;珍珠白;冰原白;流云白;天真白; ,29580887,LSGKB5418LV060655,VDC->VSC(5天) ,正常 ,正常 
科鲁泽 LT ,科鲁泽 RS 330T自动 畅快版 20 ,闪电白;雪域白;幻白;茉莉白;象牙白;极光白;珍珠白;冰原白;流云白;天真白; ,29580664,LSGKB5419LV060857,VDC->VSC(5天) ,正常 ,正常 
科鲁泽 LT ,科鲁泽 RS 330T自动 畅快版 20 ,闪电白;雪域白;幻白;茉莉白;象牙白;极光白;珍珠白;冰原白;流云白;天真白; ,29580644,LSGKB5410LV060858,VDC->VSC(5天) ,正常 ,正常 
科鲁泽 LT ,科鲁泽 RS 330T自动 畅快版 20 ,风尚红;玛瑙红;纳帕红;烈焰红;火山红;枫叶红;珊瑚红;日出红;焰光红;任性红;霓红; ,29615242,LSGKB5419LV064679,VDC->VSC(5天) ,正常 ,正常 
科鲁泽 LT ,科鲁泽 RS 330T自动 畅快版 20 ,风尚红;玛瑙红;纳帕红;烈焰红;火山红;枫叶红;珊瑚红;日出红;焰光红;任性红;霓红; ,29615266,LSGKB5410LV064733,VDC->VSC(4天) ,正常 ,正常 
科鲁泽 LT ,科鲁泽 RS 330T自动 畅快版 20 ,陨铁灰;高冷灰; ,29578702,LSGKB5416LV059987,VSC->Dealer(2天) ,正常 ,正常 
科鲁泽 LT ,科鲁泽 RS 330T自动 畅快版 20 ,陨铁灰;高冷灰; ,29581069,LSGKB541XLV060172,VSC->Dealer(2天) ,正常 ,正常 
新科沃兹 LT ,新科沃兹 325T自动欣悦版(BT)(GB6) 20 ,闪电白;雪域白;幻白;茉莉白;象牙白;极光白;珍珠白;冰原白;流云白;天真白; ,35825707,LSGEN54A8LD121111,VDC->VSC(2天) ,正常 ,正常 
新科沃兹 LTZ ,新科沃兹 Redline 325T自动欣耀版(maple sugar)(GB6) 20 ,闪电白;雪域白;幻白;茉莉白;象牙白;极光白;珍珠白;冰原白;流云白;天真白; ,35815169,LSGEN54A9LD118203,VSC->Dealer(2天) ,正常 ,正常 
新科沃兹 LTZ ,新科沃兹 Redline 325T自动欣耀版(maple sugar)(GB6) 20 ,闪电白;雪域白;幻白;茉莉白;象牙白;极光白;珍珠白;冰原白;流云白;天真白; ,35815374,LSGEN54A1LD118194,VSC->Dealer(2天) ,正常 ,正常 
新科沃兹 LTZ ,新科沃兹 Redline 325T自动欣耀版(maple sugar)(GB6) 20 ,陨铁灰;云母灰;海崖灰; ,35814730,LSGEN54A0LD117747,VSC->Dealer(2天) ,正常 ,正常 
新科沃兹 LTZ ,新科沃兹 Redline 325T自动欣耀版(maple sugar)(GB6) 20 ,陨铁灰;云母灰;海崖灰; ,35814724,LSGEN54A3LD117886,VSC->Dealer(2天) ,正常 ,正常 
新科沃兹 LTZ ,新科沃兹 Redline 325T自动欣耀版(maple sugar)(GB6) 20 ,陨铁灰;云母灰;海崖灰; ,35814714,LSGEN54A2LD117796,VSC->Dealer(2天) ,正常 ,正常 
创界 LT ,创界 435T RS CVT劲锐版(黑顶)(B-SRF) 20 ,闪电白;雪域白;幻白;茉莉白;象牙白;极光白;珍珠白;冰原白;流云白;天真白; ,35769648,LSGTN8398LY017601,VSC->Dealer(2天) ,正常 ,正常 
创界 LT ,创界 435T RS CVT劲锐版(黑顶)(B-SRF) 20 ,风尚红;玛瑙红;纳帕红;烈焰红;火山红;枫叶红;珊瑚红;日出红;焰光红;任性红;霓红; ,35767605,LSGTN8390LY017446,VSC->Dealer(2天) ,正常 ,正常 
全新迈锐宝XL LT ,全新迈锐宝XL 535T 锐动版(B-SRF)(Black) 19 ,闪电白;雪域白;幻白;茉莉白;象牙白;极光白;珍珠白;冰原白;流云白;天真白; ,29620577,LSGZG5393KS115679,VDC->VSC(6天) ,正常 ,正常 
全新迈锐宝XL LT ,全新迈锐宝XL 535T 锐动版(B-SRF)(Black) 19 ,闪电白;雪域白;幻白;茉莉白;象牙白;极光白;珍珠白;冰原白;流云白;天真白; ,29619041,LSGZG539XKS114674,VDC->VSC(6天) ,正常 ,正常 
全新迈锐宝XL LT ,全新迈锐宝XL 535T 锐动版(B-SRF)(Black) 19 ,黯影灰;寒光灰;霜灰; ,29637381,LSGZG5398KS116603,VDC->VSC(6天) ,正常 ,正常 
全新迈锐宝XL LT ,全新迈锐宝XL 550T 锐动版(B-SRF)(18*)(redline) 19 ,闪电白;雪域白;幻白;茉莉白;象牙白;极光白;珍珠白;冰原白;流云白;天真白; ,29559993,LSGZG53L2KS112042,VSC->Dealer(2天) ,正常 ,正常 
全新迈锐宝XL LT ,全新迈锐宝XL 550T 锐动版(B-SRF)(18*)(redline) 19 ,黯影灰;寒光灰;霜灰; ,29560530,LSGZG53LXKS112581,VSC->Dealer(2天) ,正常 ,正常 
全新迈锐宝XL LT ,全新迈锐宝XL 550T 锐动版(B-SRF)(18*)(redline) 19 ,黯影灰;寒光灰;霜灰; ,29560537,LSGZG53L6KS112576,VSC->Dealer(2天) ,正常 ,正常 
