车架号,厂家代码,公司代码,调拨日期,位置,详细位置,发动机号,颜色,车型,配置,价格,出厂日期,入库日期,来源,点款,加装,GMAC,其他记录,绑定订单,
LSGXC835XKV422962,SGM6479DBA1,6479CJ6195,2019/11/14 16:52,库房,3号库,192623169,玄铁灰,探界者,探界者 535T 驰界版(Black)(SRF)(leather)(GB6) 19.5,189900,2019/10/11 0:00,2019/11/14 16:52,厂家到车,FALSE,,,,,
LSGXC8352KV423099,SGM6479DBA1,6479CJ6195,2019/11/14 16:49,库房,3号库,192833872,玄铁灰,探界者,探界者 535T 驰界版(Black)(SRF)(leather)(GB6) 19.5,189900,2019/10/11 0:00,2019/11/14 16:49,厂家到车,FALSE,,,,,
LSGXC8358KV423575,SGM6479DBA1,6479CJ6195,2019/11/14 16:48,库房,3号库,192833941,玄铁灰,探界者,探界者 535T 驰界版(Black)(SRF)(leather)(GB6) 19.5,189900,2019/10/12 0:00,2019/11/14 16:48,厂家到车,FALSE,,,,,
LSGXC8359KV353116,SGM6479DBA1,6479YJ6195,2019/12/2 10:37,店内,洗车场,191363642,风尚红,探界者,探界者 535T 驭界版(Black)(Liftgate)(GB6) 19.5,199900,2019/5/24 0:00,2019/6/12 15:21,厂家到车,TRUE,,,,,
LSGXC8358KV348988,SGM6479DBA1,6479YJ6195,2019/6/12 15:22,库房,3号库,191153321,闪电白,探界者,探界者 535T 驭界版(Black)(Liftgate)(GB6) 19.5,199900,2019/5/20 0:00,2019/6/12 15:22,厂家到车,TRUE,,,,,
LSGXC8358KV348473,SGM6479DBA1,6479YJ6195,2019/6/12 15:24,库房,3号库,191363761,闪电白,探界者,探界者 535T 驭界版(Black)(Liftgate)(GB6) 19.5,199900,2019/5/20 0:00,2019/6/12 15:24,厂家到车,TRUE,,,,,
LSGXC8355KV348625,SGM6479DBA1,6479YJ6195,2019/12/19 16:15,库房,3号库,191363983,闪电白,探界者,探界者 535T 驭界版(Black)(Liftgate)(GB6) 19.5,199900,2019/5/20 0:00,2019/6/20 16:41,厂家到车,TRUE,,,,,
LSGXC8355KV376120,SGM6479DBA1,6479YJ6195,2019/12/19 16:15,车展,车展,191663221,亚麻金,探界者,探界者 535T 驭界版(Black)(Liftgate)(GB6) 19.5,199900,2019/6/23 0:00,2019/7/11 16:37,厂家到车,TRUE,,,,,
LSGXC83L3KV430769,SGM6479DBX2,6479TJ6195,2019/12/16 15:02,库房,3号库,192975995,珍珠黑,探界者,探界者 550T 9速 四驱拓界版Base(Black)(RS&redline)(Liftgate)(GB6) 19.5,225900,2019/11/12 0:00,2019/12/16 15:02,厂家到车,FALSE,,,,,
LSGKH8419KY062721,SGM6479LBA2,6479ATZX195,2019/11/18 15:10,库房,3号库,192334419,闪电白,沃兰多,沃兰多 Redline 530T 自动纵享版(7Seat)(PU&Bt)(GB6) 19.5,149900,2019/9/16 0:00,2019/11/18 15:10,厂家到车,FALSE,,,,马靖超:张毕雯,
LSGKH8413KY062620,SGM6479LBA2,6479ATZX195,2019/12/9 11:28,店内,门口,192334474,闪电白,沃兰多,沃兰多 Redline 530T 自动纵享版(7Seat)(PU&Bt)(GB6) 19.5,149900,2019/9/26 0:00,2019/11/18 15:09,厂家到车,TRUE,,,,,
LSGKH8411KY064219,SGM6479LBA2,6479ATZX195,2019/11/25 11:43,库房,3号库,192514456,玄铁灰,沃兰多,沃兰多 Redline 530T 自动纵享版(7Seat)(PU&Bt)(GB6) 19.5,149900,2019/10/18 0:00,2019/11/25 11:43,厂家到车,FALSE,,,,马靖超:李波,
LSGEN54AXLD116475,SGM7100JBA1,7100SLAT20,2019/12/9 17:25,库房,3号库,193010165,闪电白,科沃兹,新科沃兹 325T自动欣悦版(BT)(GB6) 20,89900,2019/11/18 0:00,2019/12/6 10:43,厂家到车,TRUE,,,,代韦:(暂定),
LSGEN54A6LD116554,SGM7100JBA1,7100SLAT20,2019/12/10 16:17,库房,3号库,193010269,陨铁灰,科沃兹,新科沃兹 325T自动欣悦版(BT)(GB6) 20,89900,2019/11/18 0:00,2019/12/10 16:17,厂家到车,FALSE,,,,,
LSGEN54A5LD116545,SGM7100JBA1,7100SLAT20,2019/12/10 16:16,库房,3号库,193010138,陨铁灰,科沃兹,新科沃兹 325T自动欣悦版(BT)(GB6) 20,89900,2019/11/18 0:00,2019/12/10 16:16,厂家到车,FALSE,,,,夏轩颐:(暂定),
LSGEN54A5LD021855,SGM7100JBA1,7100ATXSRL20,2019/12/19 16:15,车展,车展,190740039,闪电白,科沃兹,新科沃兹 Redline 325T自动欣尚版(BT)(GB6) 20,96900,2019/5/21 0:00,2019/10/13 14:07,厂家到车,TRUE,,,,,
LSGEN54A3LD023748,SGM7100JBA1,7100ATXSRL20,2019/12/23 11:05,网点,华阳远大金桥,191130027,闪电白,科沃兹,新科沃兹 Redline 325T自动欣尚版(BT)(GB6) 20,96900,2019/5/23 0:00,2019/10/13 14:08,厂家到车,TRUE,,,,远大前程173***7760:(暂定),
LSGEN54A3LD023538,SGM7100JBA1,7100ATXSRL20,2019/10/13 14:06,库房,3号库,191400190,闪电白,科沃兹,新科沃兹 Redline 325T自动欣尚版(BT)(GB6) 20,96900,2019/5/24 0:00,2019/10/13 14:06,厂家到车,TRUE,,,,范世平:骆帮兰,
LSGEN54A2LD044882,SGM7100JBA1,7100ATXSRL20,2019/10/17 11:36,网点,新都汇升,191550367,闪电白,科沃兹,新科沃兹 Redline 325T自动欣尚版(BT)(GB6) 20,96900,2019/7/10 0:00,2019/8/5 16:53,厂家到车,TRUE,,,,,
LSGEN54A5LD052605,SGM7100JBA1,7100ATXSRL20,2019/10/4 11:33,网点,华阳远大金桥,191620123,闪电白,科沃兹,新科沃兹 Redline 325T自动欣尚版(BT)(GB6) 20,96900,2019/7/19 0:00,2019/8/27 16:25,厂家到车,TRUE,,,,,
LSGEN54A2LD053209,SGM7100JBA1,7100ATXSRL20,2019/9/27 10:45,网点,华阳远大籍田,191790195,闪电白,科沃兹,新科沃兹 Redline 325T自动欣尚版(BT)(GB6) 20,96900,2019/7/19 0:00,2019/8/27 16:25,厂家到车,TRUE,,,,,
LSGEN54A5LD118294,SGM7100JBA1,7100ATXY20,2019/12/14 10:17,网点,远程新业（藉田）,193080288,闪电白,科沃兹,新科沃兹 Redline 325T自动欣耀版(maple sugar)(GB6) 20,99900,2019/11/26 0:00,2019/12/10 16:16,厂家到车,TRUE,,,,,
LSGEN54A3LD118164,SGM7100JBA1,7100ATXY20,2019/12/14 9:57,网点,崇州长远,193080274,闪电白,科沃兹,新科沃兹 Redline 325T自动欣耀版(maple sugar)(GB6) 20,99900,2019/11/26 0:00,2019/12/10 16:16,厂家到车,TRUE,,,,,
LSGEN54A5LD118179,SGM7100JBA1,7100ATXY20,2019/12/18 9:06,店内,展厅,193080135,闪电白,科沃兹,新科沃兹 Redline 325T自动欣耀版(maple sugar)(GB6) 20,99900,2019/11/26 0:00,2019/12/10 16:12,厂家到车,FALSE,,,,,
LSGEN54AXLD118310,SGM7100JBA1,7100ATXY20,2019/12/22 16:45,店内,门口,193080137,闪电白,科沃兹,新科沃兹 Redline 325T自动欣耀版(maple sugar)(GB6) 20,99900,2019/11/26 0:00,2019/12/10 16:15,厂家到车,FALSE,,,,夏轩颐:(暂定),
LSGEN54A9LD118153,SGM7100JBA1,7100ATXY20,2019/12/15 10:29,网点,彭州辰威,193030175,闪电白,科沃兹,新科沃兹 Redline 325T自动欣耀版(maple sugar)(GB6) 20,99900,2019/11/26 0:00,2019/12/10 16:15,厂家到车,TRUE,,,,,
LSGEN54A9LD118203,SGM7100JBA1,7100ATXY20,2019/12/16 15:00,库房,3号库,193080160,闪电白,科沃兹,新科沃兹 Redline 325T自动欣耀版(maple sugar)(GB6) 20,99900,2019/11/26 0:00,2019/12/16 15:00,厂家到车,FALSE,,,,,
LSGEN54A1LD118194,SGM7100JBA1,7100ATXY20,2019/12/16 15:01,库房,3号库,193080291,闪电白,科沃兹,新科沃兹 Redline 325T自动欣耀版(maple sugar)(GB6) 20,99900,2019/11/26 0:00,2019/12/16 15:01,厂家到车,FALSE,,,,,
LSGEM83A1LG004135,SGM7101JBA1,7101ATQB20,2019/12/19 16:15,车展,车展,191350314,风尚红,创酷,新一代创酷 325T 自动趣版(BLACK)(Redline)(LED) 20,127900,2019/6/15 0:00,2019/8/26 13:35,厂家到车,TRUE,,,,,
LSGEM83A7LG000381,SGM7101JBA1,7101ATQB20,2019/12/3 8:47,库房,3号库,191070046,陨铁灰,创酷,新一代创酷 325T 自动趣版(BLACK)(Redline)(LED) 20,127900,2019/5/14 0:00,2019/6/23 9:48,厂家到车,TRUE,,,,,
LSGEM83A2LG004029,SGM7101JBA1,7101ATQB20,2019/8/26 13:34,库房,3号库,191350062,陨铁灰,创酷,新一代创酷 325T 自动趣版(BLACK)(Redline)(LED) 20,127900,2019/6/15 0:00,2019/8/26 13:34,厂家到车,TRUE,,,,,
LSGEM83AXLG004005,SGM7101JBA1,7101ATQB20,2019/8/27 16:24,库房,3号库,191350064,陨铁灰,创酷,新一代创酷 325T 自动趣版(BLACK)(Redline)(LED) 20,127900,2019/6/15 0:00,2019/8/27 16:24,厂家到车,TRUE,,,,,
LSGEM83A0LG003610,SGM7101JBA1,7101ATQB20,2019/9/16 9:19,店内,展厅,191350037,珍珠黑,创酷,新一代创酷 325T 自动趣版(BLACK)(Redline)(LED) 20,127900,2019/6/14 0:00,2019/8/27 16:23,厂家到车,TRUE,,,,,
LSGEM8299LG008831,SGM7131JBA1,7131CVTCB20,2019/8/26 13:34,库房,3号库,191672076,风尚红,创酷,新一代创酷 335T CVT潮版(Black)(Redline) 20,127900,2019/7/26 0:00,2019/8/26 13:34,厂家到车,TRUE,,,,,
LSGEM829XLG007462,SGM7131JBA1,7131CVTCB20,2019/8/1 9:12,库房,3号库,191542032,闪电白,创酷,新一代创酷 335T CVT潮版(Black)(Redline) 20,127900,2019/7/13 0:00,2019/8/1 9:12,厂家到车,TRUE,,,,,
LSGEM8291LG008788,SGM7131JBA1,7131CVTCB20,2019/8/26 13:34,库房,3号库,191652138,闪电白,创酷,新一代创酷 335T CVT潮版(Black)(Redline) 20,127900,2019/7/26 0:00,2019/8/26 13:34,厂家到车,TRUE,,,,,
LSGEM8299LG008764,SGM7131JBA1,7131CVTCB20,2019/8/26 13:33,库房,3号库,191652425,珍珠黑,创酷,新一代创酷 335T CVT潮版(Black)(Redline) 20,127900,2019/7/26 0:00,2019/8/26 13:33,厂家到车,TRUE,,,,,
LSGEM8392LG010550,SGM7131JBA1,7131CVTJB20,2019/8/30 16:31,库房,3号库,191712392,闪电白,创酷,新一代创酷 335T CVT极版(BLACK)(Redline) 20,134900,2019/8/6 0:00,2019/8/30 16:31,厂家到车,TRUE,,,,王思钰:张东伟,
