vin,bonus,reserve,calldt,kpdt,fpcode,
LSGSA52S9ED197465,-14730,-42294,2014/5/5 0:00,2014/5/5 0:00,3108502032,
LSGSA52S0ED183101,-14330,-41158,2014/5/5 0:00,2014/5/5 0:00,3108502019,
LSGSA52S0EY132769,-14330,-41158,2014/5/5 0:00,2014/5/5 0:00,3108502018,
LSGSA52S1ED179302,-14330,-41158,2014/5/5 0:00,2014/5/5 0:00,3108502017,
LSGSA52S2ED179342,-14330,-41158,2014/5/5 0:00,2014/5/5 0:00,3108502022,
LSGSA52S2EY130649,-14730,-42294,2014/5/5 0:00,2014/5/5 0:00,3108502035,
LSGSA52S3ED183075,-14730,-42294,2014/5/5 0:00,2014/5/5 0:00,3108502031,
LSGSA52S3EY132684,-14730,-42294,2014/5/5 0:00,2014/5/5 0:00,3108502030,
LSGSA52S5EY132461,-14730,-42294,2014/5/5 0:00,2014/5/5 0:00,3108502025,
LSGSA52S6ED176363,-14330,-41158,2014/5/5 0:00,2014/5/5 0:00,3108502016,
LSGSA52S6EY132338,-14730,-42294,2014/5/5 0:00,2014/5/5 0:00,3108502026,
LSGSA52S6EY132601,-14730,-42294,2014/5/5 0:00,2014/5/5 0:00,3108502023,
LSGSA52S7ED179269,-14730,-42294,2014/5/5 0:00,2014/5/5 0:00,3108502034,
LSGSA52S7ED191258,-14330,-41158,2014/5/5 0:00,2014/5/5 0:00,3108502020,
LSGSA52S7ED191888,-14330,-41158,2014/5/5 0:00,2014/5/5 0:00,3108502021,
LSGSA52S8EY131482,-14730,-42294,2014/5/5 0:00,2014/5/5 0:00,3108502029,
LSGSA52S8EY131854,-14730,-42294,2014/5/5 0:00,2014/5/5 0:00,3108502028,
LSGSA52S8EY132583,-14730,-42294,2014/5/5 0:00,2014/5/5 0:00,3108502024,
LSGSA52S9EY130552,-14730,-42294,2014/5/5 0:00,2014/5/5 0:00,3108502036,
LSGSA52S9EY132527,-14730,-42294,2014/5/5 0:00,2014/5/5 0:00,3108502027,
LSGGG54Y9ES080101,0,-179504,2014/5/5 0:00,2014/5/5 0:00,3108501949,
LSGGG54Y6ES080072,0,-179504,2014/5/5 0:00,2014/5/5 0:00,3108501950,
LSGGG54Y3ES079719,0,-179504,2014/5/5 0:00,2014/5/5 0:00,3108501951,
LSGGG54WXES048515,0,-196784,2014/5/5 0:00,2014/5/5 0:00,3108501959,
LSGGG54W0ES048958,0,-196784,2014/5/5 0:00,2014/5/5 0:00,3108501958,
LSGGG54W7ES048374,0,-196784,2014/5/5 0:00,2014/5/5 0:00,3108501955,
LSGGG54WXES048952,0,-196784,2014/5/5 0:00,2014/5/5 0:00,3108501956,
LSGGG54W4ES048784,0,-196784,2014/5/5 0:00,2014/5/5 0:00,3108501957,
LSGGG54WXES039314,0,-196784,2014/5/5 0:00,2014/5/5 0:00,3108501954,
LSGGG54W0ES045252,0,-196784,2014/5/5 0:00,2014/5/5 0:00,3108501953,
LSGGG54W7ES060198,0,-196784,2014/5/5 0:00,2014/5/5 0:00,3108501960,
LSGGG54Y1ES089228,0,-179504,2014/5/5 0:00,2014/5/5 0:00,3108501952,
LSGGG54E3ES092556,0,-174624,2014/5/5 0:00,2014/5/5 0:00,3108501963,
LSGGG54W3ES091268,0,-196784,2014/5/5 0:00,2014/5/5 0:00,3108501961,
LSGGG54WXES080526,0,-196784,2014/5/5 0:00,2014/5/5 0:00,3108501962,
LSGPC54R6EF172246,0,-131424,2014/5/5 0:00,2014/5/5 0:00,3108502013,
LSGPC54R6EF172358,0,-131424,2014/5/5 0:00,2014/5/5 0:00,3108502012,
LSGPC54R7EF172269,0,-131424,2014/5/5 0:00,2014/5/5 0:00,3108502011,
LSGPC54R4EF170706,0,-131424,2014/5/5 0:00,2014/5/5 0:00,3108502010,
LSGPC64U7EF172153,0,-111264,2014/5/5 0:00,2014/5/5 0:00,3108501969,
LSGPC54U8EF169689,0,-115104,2014/5/5 0:00,2014/5/5 0:00,3108501988,
LSGPC54U1EF169694,0,-115104,2014/5/5 0:00,2014/5/5 0:00,3108501987,
LSGPC54U3EF169566,0,-115104,2014/5/5 0:00,2014/5/5 0:00,3108501986,
LSGPC54U6EF169559,0,-115104,2014/5/5 0:00,2014/5/5 0:00,3108501985,
LSGPC54U8EF169532,0,-115104,2014/5/5 0:00,2014/5/5 0:00,3108501984,
LSGPC54U0EF170769,0,-115104,2014/5/5 0:00,2014/5/5 0:00,3108501979,
LSGPC54UXEF170763,0,-115104,2014/5/5 0:00,2014/5/5 0:00,3108501978,
LSGPC54U5EF170752,0,-115104,2014/5/5 0:00,2014/5/5 0:00,3108501977,
LSGPC54U9EF170737,0,-115104,2014/5/5 0:00,2014/5/5 0:00,3108501976,
LSGPC54UXEF169497,0,-115104,2014/5/5 0:00,2014/5/5 0:00,3108501983,
LSGPC54U4EF170743,0,-115104,2014/5/5 0:00,2014/5/5 0:00,3108501982,
LSGPC54U6EF170470,0,-115104,2014/5/5 0:00,2014/5/5 0:00,3108501981,
LSGPC54U2EF170367,0,-115104,2014/5/5 0:00,2014/5/5 0:00,3108501980,
LSGPC54U3EF170345,0,-115104,2014/5/5 0:00,2014/5/5 0:00,3108501975,
LSGPC54UXEF170553,0,-115104,2014/5/5 0:00,2014/5/5 0:00,3108501974,
LSGPC54U5EF170489,0,-115104,2014/5/5 0:00,2014/5/5 0:00,3108501973,
LSGPC54U1EF170554,0,-115104,2014/5/5 0:00,2014/5/5 0:00,3108501972,
LSGPC54U5EF170749,0,-115104,2014/5/5 0:00,2014/5/5 0:00,3108501971,
LSGPC54R9EF169325,0,-131424,2014/5/5 0:00,2014/5/5 0:00,3108502015,
LSGPC54R0EF169648,0,-131424,2014/5/5 0:00,2014/5/5 0:00,3108502014,
LSGPC52U8EF172367,0,-104544,2014/5/5 0:00,2014/5/5 0:00,3108501967,
LSGPC52U2EF172414,0,-104544,2014/5/5 0:00,2014/5/5 0:00,3108501966,
LSGPC52U5EF172309,0,-104544,2014/5/5 0:00,2014/5/5 0:00,3108501965,
LSGPC64U4EF170814,0,-111264,2014/5/5 0:00,2014/5/5 0:00,3108501968,
LSGPC54R7EF172482,0,-131424,2014/5/5 0:00,2014/5/5 0:00,3108501994,
LSGPC54R3EF172026,0,-131424,2014/5/5 0:00,2014/5/5 0:00,3108501995,
LSGPC54R0EF172324,0,-131424,2014/5/5 0:00,2014/5/5 0:00,3108501996,
LSGPC54R0EF172341,0,-131424,2014/5/5 0:00,2014/5/5 0:00,3108501997,
LSGPC54R5EF171962,0,-131424,2014/5/5 0:00,2014/5/5 0:00,3108501998,
LSGPC54R1EF172333,0,-131424,2014/5/5 0:00,2014/5/5 0:00,3108501999,
LSGPC54R0EF172310,0,-131424,2014/5/5 0:00,2014/5/5 0:00,3108502000,
LSGPC54RXEF172279,0,-131424,2014/5/5 0:00,2014/5/5 0:00,3108502001,
LSGPC54R2EF172230,0,-131424,2014/5/5 0:00,2014/5/5 0:00,3108502002,
LSGPC54R5EF172237,0,-131424,2014/5/5 0:00,2014/5/5 0:00,3108502003,
LSGPC54R3EF172138,0,-131424,2014/5/5 0:00,2014/5/5 0:00,3108502004,
LSGPC54R8EF172202,0,-131424,2014/5/5 0:00,2014/5/5 0:00,3108502005,
LSGPC54R0EF172212,0,-131424,2014/5/5 0:00,2014/5/5 0:00,3108502006,
LSGPC54R5EF172061,0,-131424,2014/5/5 0:00,2014/5/5 0:00,3108502007,
LSGPC54R6EF172120,0,-131424,2014/5/5 0:00,2014/5/5 0:00,3108502008,
LSGPC54R1EF171943,0,-131424,2014/5/5 0:00,2014/5/5 0:00,3108502009,
LSGPC64U3EF170593,0,-128544,2014/5/5 0:00,2014/5/5 0:00,3108501970,
LSGJM82J4FY002636,0,-126624,2014/5/5 0:00,2014/5/5 0:00,3108501964,
LSGJL52M6EY136929,0,-78528,2014/5/5 0:00,2014/5/5 0:00,3108506975,
LSGPC64UXEF171711,0,-111264,2014/5/5 0:00,2014/5/5 0:00,3108506979,
LSGPC64U8EF171576,0,-111264,2014/5/5 0:00,2014/5/5 0:00,3108506977,
LSGPC64U0EF171474,0,-111264,2014/5/5 0:00,2014/5/5 0:00,3108506976,
LSGPC64U7EF170824,0,-111264,2014/5/5 0:00,2014/5/5 0:00,3108506978,
LSGJM84J1FY002462,0,-153504,2014/5/5 0:00,2014/5/5 0:00,3108505032,
LSGPC54U9EF170253,0,-115104,2014/5/6 0:00,2014/5/6 0:00,3108508492,
LSGPC54U5EF169231,0,-115104,2014/5/6 0:00,2014/5/6 0:00,3108508491,
LSGPC54U3EF170183,0,-115104,2014/5/6 0:00,2014/5/6 0:00,3108508490,
LSGPC54U6EF171277,0,-115104,2014/5/6 0:00,2014/5/6 0:00,3108508484,
LSGPC54UXEF171282,0,-115104,2014/5/6 0:00,2014/5/6 0:00,3108508485,
LSGPC54U7EF171207,0,-115104,2014/5/6 0:00,2014/5/6 0:00,3108508486,
LSGPC54U2EF171275,0,-115104,2014/5/6 0:00,2014/5/6 0:00,3108508487,
LSGPC54U5EF171142,0,-115104,2014/5/6 0:00,2014/5/6 0:00,3108508488,
LSGPC54U9EF171130,0,-115104,2014/5/6 0:00,2014/5/6 0:00,3108508489,
LSGLP83XXDF252118,0,-252188,2014/5/6 0:00,2014/5/6 0:00,3108508483,
LSGLP83X0DF252113,0,-252188,2014/5/6 0:00,2014/5/6 0:00,3108508482,
LSGGG54YXES067776,0,-179504,2014/5/6 0:00,2014/5/6 0:00,3108508481,
LSGPC52U5EF172388,-11670,-113620,2014/5/7 0:00,2014/5/7 0:00,3108511155,
LSGPC52U2EF174910,-34630,-69914,2014/5/7 0:00,2014/5/7 0:00,3108511154,
LSGPC54U2EF170238,-38120,-76984,2014/5/7 0:00,2014/5/7 0:00,3108511161,
LSGPC54U2EF171423,-38120,-76984,2014/5/7 0:00,2014/5/7 0:00,3108511159,
LSGPC54U8EF170325,-38120,-76984,2014/5/7 0:00,2014/5/7 0:00,3108511162,
LSGPC54U9EF171435,-38120,-76984,2014/5/7 0:00,2014/5/7 0:00,3108511158,
LSGPC54UXEF171394,-38120,-76984,2014/5/7 0:00,2014/5/7 0:00,3108511160,
LSGSA52M1EY128697,-17450,-50134,2014/5/7 0:00,2014/5/7 0:00,3108511164,
LSGSA52S6EY129794,-14330,-41158,2014/5/7 0:00,2014/5/7 0:00,3108511163,
LSGSA52S2ED200822,-14730,-42294,2014/5/6 0:00,2014/5/6 0:00,3108508493,
LSGPC52U2EF172171,0,-125290,2014/5/7 0:00,2014/5/7 0:00,3108511157,
LSGPC52U3EF175449,-21770,-82774,2014/5/7 0:00,2014/5/7 0:00,3108511702,
LSGPC52U3EF172535,0,-125290,2014/5/7 0:00,2014/5/7 0:00,3108511156,
LSGGG54Y4ES090681,0,-179504,2014/5/8 0:00,2014/5/8 0:00,3108514332,
LSGGG54Y4ES090387,0,-179504,2014/5/8 0:00,2014/5/8 0:00,3108514331,
LSGGG54Y3ES089778,0,-179504,2014/5/8 0:00,2014/5/8 0:00,3108514330,
LSGPC54U8EF170308,0,-115104,2014/5/8 0:00,2014/5/8 0:00,3108514342,
LSGPC54U6EF174938,0,-115104,2014/5/8 0:00,2014/5/8 0:00,3108514339,
LSGPC54U2EF175052,0,-115104,2014/5/8 0:00,2014/5/8 0:00,3108514340,
LSGPC54U8EF174973,0,-115104,2014/5/8 0:00,2014/5/8 0:00,3108514341,
LSGGG54Y4ES090745,0,-179504,2014/5/8 0:00,2014/5/8 0:00,3108514333,
LSGJL54M5EY137177,0,-84288,2014/5/8 0:00,2014/5/8 0:00,3108514335,
LSGSA52M4ED197598,0,-67584,2014/5/8 0:00,2014/5/8 0:00,3108514360,
LSGSA52M9ED196317,0,-67584,2014/5/8 0:00,2014/5/8 0:00,3108514359,
LSGSA52M5ED197190,0,-67584,2014/5/8 0:00,2014/5/8 0:00,3108514361,
LSGSA52M4ED202119,0,-63744,2014/5/8 0:00,2014/5/8 0:00,3108514348,
LSGSA52M7ED201207,0,-63744,2014/5/8 0:00,2014/5/8 0:00,3108514349,
LSGSA52M9ED200513,0,-63744,2014/5/8 0:00,2014/5/8 0:00,3108514350,
LSGSA52M8ED198883,0,-63744,2014/5/8 0:00,2014/5/8 0:00,3108514351,
LSGSA52M4ED197200,0,-63744,2014/5/8 0:00,2014/5/8 0:00,3108514352,
LSGSA52M7ED182691,0,-63744,2014/5/8 0:00,2014/5/8 0:00,3108514343,
LSGSA52M7ED182464,0,-63744,2014/5/8 0:00,2014/5/8 0:00,3108514344,
LSGSA52M2ED182436,0,-63744,2014/5/8 0:00,2014/5/8 0:00,3108514345,
LSGSA52M0ED182225,0,-63744,2014/5/8 0:00,2014/5/8 0:00,3108514347,
LSGSA52M1ED181794,0,-63744,2014/5/8 0:00,2014/5/8 0:00,3108514346,
LSGSA52M6ED199093,0,-72768,2014/5/8 0:00,2014/5/8 0:00,3108514364,
LSGSA52M0ED198392,0,-72768,2014/5/8 0:00,2014/5/8 0:00,3108514363,
LSGSA52MXED198951,0,-72768,2014/5/8 0:00,2014/5/8 0:00,3108514362,
LSGJL52M2EY125510,0,-78528,2014/5/8 0:00,2014/5/8 0:00,3108514334,
LSGSA52M6ED202008,0,-63744,2014/5/8 0:00,2014/5/8 0:00,3108514353,
LSGSA52M0ED201744,0,-63744,2014/5/8 0:00,2014/5/8 0:00,3108514354,
LSGSA52MXED201606,0,-63744,2014/5/8 0:00,2014/5/8 0:00,3108514355,
LSGSA52M9ED200365,0,-63744,2014/5/8 0:00,2014/5/8 0:00,3108514356,
LSGSA52M0ED199395,0,-63744,2014/5/8 0:00,2014/5/8 0:00,3108514357,
LSGSA52MXED178294,0,-67584,2014/5/8 0:00,2014/5/8 0:00,3108514358,
LSGPC64U9EF174812,0,-128544,2014/5/8 0:00,2014/5/8 0:00,3108514336,
LSGPC64U3EF174711,0,-128544,2014/5/8 0:00,2014/5/8 0:00,3108514337,
LSGPC64U1EF174707,0,-128544,2014/5/8 0:00,2014/5/8 0:00,3108514338,
LSGSA52MXEY140668,-17450,-50134,2014/5/9 0:00,2014/5/9 0:00,3108517753,
LSGSA52M8EY140670,0,-67584,2014/5/9 0:00,2014/5/9 0:00,3108517754,
LSGSA52M8EY140538,0,-63744,2014/5/9 0:00,2014/5/9 0:00,3108517752,
LSGSA52M2EY139854,0,-63744,2014/5/8 0:00,2014/5/8 0:00,3108516711,
LSGSA52S6ED203383,-13040,-43984,2014/5/12 0:00,2014/5/12 0:00,3108529804,
LSGSA52S5EY139927,-14730,-42294,2014/5/12 0:00,2014/5/12 0:00,3108529805,
LSGSA52SXEY139938,-14730,-42294,2014/5/12 0:00,2014/5/12 0:00,3108529806,
LSGPC54R7EF176712,0,-131424,2014/5/12 0:00,2014/5/12 0:00,3108529801,
LSGPC54R0EF176387,0,-131424,2014/5/12 0:00,2014/5/12 0:00,3108529802,
LSGPC54R7EF175432,0,-131424,2014/5/12 0:00,2014/5/12 0:00,3108529803,
LSGVA54R3DY273986,0,-98010,2014/5/12 0:00,2014/5/12 0:00,3108529814,
LSGJL52MXEY136884,0,-78528,2014/5/12 0:00,2014/5/12 0:00,3108529790,
LSGJL52M7EY138365,0,-78528,2014/5/12 0:00,2014/5/12 0:00,3108529791,
LSGJL52M9EY139386,0,-78528,2014/5/12 0:00,2014/5/12 0:00,3108529788,
LSGJL52M6EY139264,0,-78528,2014/5/12 0:00,2014/5/12 0:00,3108529789,
LSGPC54U1EF177276,0,-129504,2014/5/12 0:00,2014/5/12 0:00,3108529796,
LSGPC54U4EF176770,0,-129504,2014/5/12 0:00,2014/5/12 0:00,3108529795,
LSGJL54M8EY136959,0,-84288,2014/5/12 0:00,2014/5/12 0:00,3108529792,
LSGPC64U5EF175682,0,-128544,2014/5/12 0:00,2014/5/12 0:00,3108529794,
LSGPC64UXEF174818,0,-128544,2014/5/12 0:00,2014/5/12 0:00,3108529793,
LSGPC54R5EF177759,0,-131424,2014/5/12 0:00,2014/5/12 0:00,3108529800,
LSGPC54R0EF177586,0,-131424,2014/5/12 0:00,2014/5/12 0:00,3108529799,
LSGPC54R7EF177570,0,-131424,2014/5/12 0:00,2014/5/12 0:00,3108529798,
LSGPC54R7EF177584,0,-131424,2014/5/12 0:00,2014/5/12 0:00,3108529797,
LSGVA54R9DY273975,0,-98010,2014/5/12 0:00,2014/5/12 0:00,3108529815,
LSGSA52M3ED203729,0,-63744,2014/5/12 0:00,2014/5/12 0:00,3108529809,
LSGSA52M9ED202620,0,-63744,2014/5/12 0:00,2014/5/12 0:00,3108529810,
LSGSA52M3ED202628,0,-63744,2014/5/12 0:00,2014/5/12 0:00,3108529811,
LSGSA52M1EY132829,0,-63744,2014/5/12 0:00,2014/5/12 0:00,3108529807,
LSGSA52M4EY132520,0,-63744,2014/5/12 0:00,2014/5/12 0:00,3108529808,
LSGSA52M7ED202695,0,-63744,2014/5/12 0:00,2014/5/12 0:00,3108529812,
LSGSA52M3EY140771,0,-63744,2014/5/12 0:00,2014/5/12 0:00,3108529813,
LSGGG54E8ES102367,0,-174624,2014/5/12 0:00,2014/5/12 0:00,3108532937,
LSGGG54E5ES102164,0,-174624,2014/5/12 0:00,2014/5/12 0:00,3108529783,
LSGGG53W4ES099168,0,-227424,2014/5/12 0:00,2014/5/12 0:00,3108529787,
LSGGG54W3ES044211,0,-196784,2014/5/12 0:00,2014/5/12 0:00,3108529780,
LSGGG54W6ES043473,0,-196784,2014/5/12 0:00,2014/5/12 0:00,3108529781,
LSGGG54E8ES074151,0,-174624,2014/5/12 0:00,2014/5/12 0:00,3108529784,
LSGGG54E6ES065495,0,-174624,2014/5/12 0:00,2014/5/12 0:00,3108529785,
LSGGG54E3ES098437,0,-174624,2014/5/12 0:00,2014/5/12 0:00,3108529786,
LSGGG54WXES061300,0,-196784,2014/5/12 0:00,2014/5/12 0:00,3108529782,
LSGSA52S4ED184929,0,-55488,2014/5/13 0:00,2014/5/13 0:00,3108537007,
LSGGG54Y7ES096085,0,-179504,2014/5/13 0:00,2014/5/13 0:00,3108537003,
LSGSA52S1ED203162,0,-55488,2014/5/13 0:00,2014/5/13 0:00,3108537009,
LSGJM82J3FY003521,0,-115104,2014/5/13 0:00,2014/5/13 0:00,3108537004,
LSGPC52U2EF177080,0,-104544,2014/5/13 0:00,2014/5/13 0:00,3108537006,
LSGPC52U9EF175892,0,-104544,2014/5/13 0:00,2014/5/13 0:00,3108537005,
LSGSA52S3ED202224,0,-55488,2014/5/13 0:00,2014/5/13 0:00,3108537008,
LSGVA54R1DY273727,0,-121410,2014/5/13 0:00,2014/5/13 0:00,3108537010,
LSGGG54E1ES102534,0,-174624,2014/5/12 0:00,2014/5/12 0:00,3108534992,
LSGJM84J6FY001758,0,-153504,2014/5/12 0:00,2014/5/12 0:00,3108534993,
LSGGG54E9ES102295,0,-174624,2014/5/12 0:00,2014/5/12 0:00,3108534991,
LSGGG54Y4ES091846,0,-179504,2014/5/14 0:00,2014/5/14 0:00,3108540558,
LSGGG54Y5ES091614,0,-179504,2014/5/14 0:00,2014/5/14 0:00,3108540557,
LSGGG54W1ES050430,0,-196784,2014/5/14 0:00,2014/5/14 0:00,3108540561,
LSGGG54W3ES050381,0,-196784,2014/5/14 0:00,2014/5/14 0:00,3108540560,
LSGLP83X2DF252940,0,-252188,2014/5/14 0:00,2014/5/14 0:00,3108540565,
LSGLP83X8DF252831,0,-252188,2014/5/14 0:00,2014/5/14 0:00,3108540564,
LSGLP83X4DF252793,0,-252188,2014/5/14 0:00,2014/5/14 0:00,3108540563,
LSGGG54Y5ES094710,0,-179504,2014/5/14 0:00,2014/5/14 0:00,3108540559,
LSGJM84J8FY004029,0,-138144,2014/5/14 0:00,2014/5/14 0:00,3108540562,
LSGSA52S0EY140953,0,-57024,2014/5/14 0:00,2014/5/14 0:00,3108542768,
LSGSA52S0EY140645,0,-57024,2014/5/14 0:00,2014/5/14 0:00,3108542767,
LSGSA52S1EY139939,0,-57024,2014/5/14 0:00,2014/5/14 0:00,3108542766,
LSGSA52S0ED204335,0,-57024,2014/5/14 0:00,2014/5/14 0:00,3108542765,
LSGSA52SXED204018,0,-57024,2014/5/14 0:00,2014/5/14 0:00,3108542764,
LSGSA52S8ED203384,0,-57024,2014/5/14 0:00,2014/5/14 0:00,3108542763,
LSGSA52S4EY142463,0,-57024,2014/5/14 0:00,2014/5/14 0:00,3108542762,
LSGSA52S5ED207750,0,-57024,2014/5/14 0:00,2014/5/14 0:00,3108542761,
LSGSA52S1EY141920,0,-57024,2014/5/14 0:00,2014/5/14 0:00,3108542760,
LSGSA52S4ED207481,0,-57024,2014/5/14 0:00,2014/5/14 0:00,3108542759,
LSGSA52S9ED206911,0,-57024,2014/5/14 0:00,2014/5/14 0:00,3108542758,
LSGPC52U6EF177857,0,-110890,2014/5/14 0:00,2014/5/14 0:00,3108542754,
LSGPC54U4EF179930,0,-129504,2014/5/14 0:00,2014/5/14 0:00,3108542755,
LSGPC54UXEF179060,0,-129504,2014/5/14 0:00,2014/5/14 0:00,3108542756,
LSGPC54UXEF179057,0,-129504,2014/5/14 0:00,2014/5/14 0:00,3108542757,
LSGGG54Y3ES104800,0,-179504,2014/5/15 0:00,2014/5/15 0:00,3108543988,
LSGJM82J5FY004881,-20000,-106624,2014/5/16 0:00,2014/5/16 0:00,3108550391,
LSGJM82J7FY004302,-20000,-106624,2014/5/16 0:00,2014/5/16 0:00,3108550390,
LSGJM84J4FY004495,-20000,-118144,2014/5/16 0:00,2014/5/16 0:00,3108550392,
LSGJM84J2FY002924,-20000,-133504,2014/5/18 0:00,2014/5/18 0:00,3108556127,
LSGSA52S3ED208721,-12140,-44884,2014/5/19 0:00,2014/5/19 0:00,3108561118,
LSGGG54W2ES045365,0,-196784,2014/5/19 0:00,2014/5/19 0:00,3108561101,
LSGGG54E8ES031509,0,-207264,2014/5/19 0:00,2014/5/19 0:00,3108561105,
LSGGG54W1ES062013,0,-196784,2014/5/19 0:00,2014/5/19 0:00,3108561103,
LSGGG54W0ES061936,0,-196784,2014/5/19 0:00,2014/5/19 0:00,3108561104,
LSGGG54W3ES038828,0,-196784,2014/5/19 0:00,2014/5/19 0:00,3108561102,
LSGGG53WXES066062,0,-227424,2014/5/19 0:00,2014/5/19 0:00,3108561106,
LSGPC54R6EF181836,0,-131424,2014/5/19 0:00,2014/5/19 0:00,3108561110,
LSGPC54R7EF181764,0,-131424,2014/5/19 0:00,2014/5/19 0:00,3108561111,
LSGPC54R8EF181482,0,-131424,2014/5/19 0:00,2014/5/19 0:00,3108561112,
LSGPC54RXEF181290,0,-131424,2014/5/19 0:00,2014/5/19 0:00,3108561113,
LSGSA52M9EY144176,0,-72768,2014/5/19 0:00,2014/5/19 0:00,3108561130,
LSGSA52M1EY143085,0,-63744,2014/5/19 0:00,2014/5/19 0:00,3108561122,
LSGSA52M3EY142570,0,-63744,2014/5/19 0:00,2014/5/19 0:00,3108561123,
LSGSA52M8ED205007,0,-63744,2014/5/19 0:00,2014/5/19 0:00,3108561124,
LSGSA52M5EY142179,0,-63744,2014/5/19 0:00,2014/5/19 0:00,3108561121,
LSGSA52M5EY142070,0,-63744,2014/5/19 0:00,2014/5/19 0:00,3108561120,
LSGSA52M1ED207374,0,-63744,2014/5/19 0:00,2014/5/19 0:00,3108561119,
LSGSA52M2EY143905,0,-72768,2014/5/19 0:00,2014/5/19 0:00,3108561129,
LSGSA52MXED205736,0,-63744,2014/5/19 0:00,2014/5/19 0:00,3108561125,
LSGSA52MXED205333,0,-63744,2014/5/19 0:00,2014/5/19 0:00,3108561126,
LSGSA52M4ED199206,0,-63744,2014/5/19 0:00,2014/5/19 0:00,3108561127,
LSGSA52M2ED204371,0,-63744,2014/5/19 0:00,2014/5/19 0:00,3108561128,
LSGPC52U2EF180657,0,-104544,2014/5/19 0:00,2014/5/19 0:00,3108561107,
LSGPC54U7EF184488,0,-129504,2014/5/19 0:00,2014/5/19 0:00,3108561109,
LSGPC54U2EF182034,0,-129504,2014/5/19 0:00,2014/5/19 0:00,3108561108,
LSGSA52S7EY143378,0,-57024,2014/5/19 0:00,2014/5/19 0:00,3108561117,
LSGSA52S4ED208839,0,-57024,2014/5/19 0:00,2014/5/19 0:00,3108561116,
LSGSA52SXEY142726,0,-57024,2014/5/19 0:00,2014/5/19 0:00,3108561115,
LSGSA52S6EY142738,0,-57024,2014/5/19 0:00,2014/5/19 0:00,3108561114,
LSGGG54Y3ES100035,0,-179504,2014/5/20 0:00,2014/5/20 0:00,3108569497,
LSGGG54Y5ES099809,0,-179504,2014/5/20 0:00,2014/5/20 0:00,3108569498,
LSGGG54Y5ES094173,0,-179504,2014/5/20 0:00,2014/5/20 0:00,3108569499,
LSGGG54W5ES043142,0,-196784,2014/5/20 0:00,2014/5/20 0:00,3108569502,
LSGGG54Y3ES098562,0,-179504,2014/5/20 0:00,2014/5/20 0:00,3108569500,
LSGGG54Y2ES095717,0,-179504,2014/5/20 0:00,2014/5/20 0:00,3108569501,
LSGSA52M1ED204409,0,-67584,2014/5/21 0:00,2014/5/21 0:00,3108572464,
LSGSA52M2ED201941,0,-67584,2014/5/21 0:00,2014/5/21 0:00,3108572465,
LSGSA52MXED200472,0,-67584,2014/5/21 0:00,2014/5/21 0:00,3108572463,
LSGSA52M1ED181231,0,-67584,2014/5/21 0:00,2014/5/21 0:00,3108572462,
LSGPC52U9EF180638,0,-104544,2014/5/21 0:00,2014/5/21 0:00,3108572459,
LSGPC52U8EF178847,0,-104544,2014/5/21 0:00,2014/5/21 0:00,3108572458,
LSGPC54R1EF184448,0,-131424,2014/5/21 0:00,2014/5/21 0:00,3108572460,
LSGPC54R5EF184338,0,-131424,2014/5/21 0:00,2014/5/21 0:00,3108572461,
LSGJM82J2FY004806,-26280,-100344,2014/5/22 0:00,2014/5/22 0:00,3108576434,
LSGJM82J3FY004815,-26280,-100344,2014/5/22 0:00,2014/5/22 0:00,3108576433,
LSGJM82J7FY004980,-26280,-100344,2014/5/22 0:00,2014/5/22 0:00,3108576432,
LSGJM84J1FY005359,-31510,-106634,2014/5/22 0:00,2014/5/22 0:00,3108576435,
LSGJM84J2FY005337,-31510,-106634,2014/5/22 0:00,2014/5/22 0:00,3108576436,
LSGJM82J2FY006457,-28800,-97824,2014/5/23 0:00,2014/5/23 0:00,3108581216,
LSGJM82JXFY006528,-28800,-97824,2014/5/23 0:00,2014/5/23 0:00,3108581215,
LSGJM84J2FY005323,-31500,-106644,2014/5/23 0:00,2014/5/23 0:00,3108581217,
LSGJM82J3FY006404,-26250,-88854,2014/5/22 0:00,2014/5/22 0:00,3108577152,
LSGJM84J5FY006515,-35010,-118494,2014/5/22 0:00,2014/5/22 0:00,3108577151,
LSGJM84J1FY006267,-31510,-106634,2014/5/22 0:00,2014/5/22 0:00,3108577154,
LSGJM84J6FY006488,-31510,-106634,2014/5/22 0:00,2014/5/22 0:00,3108577153,
LSGGG54W6ES111125,0,-196784,2014/5/23 0:00,2014/5/23 0:00,3108582526,
LSGGG54W9ES111121,0,-196784,2014/5/23 0:00,2014/5/23 0:00,3108582525,
LSGGG54E5ES111964,0,-174624,2014/5/23 0:00,2014/5/23 0:00,3108582527,
LSGGG54E2ES111405,0,-174624,2014/5/23 0:00,2014/5/23 0:00,3108582528,
LSGGG54E3ES113468,-56020,-118604,2014/5/26 0:00,2014/5/26 0:00,3108594186,
LSGGG54EXES113628,-56020,-118604,2014/5/26 0:00,2014/5/26 0:00,3108594185,
LSGGG54W1ES046037,-63100,-133684,2014/5/26 0:00,2014/5/26 0:00,3108594182,
LSGGG54W0ES112383,-63100,-133684,2014/5/26 0:00,2014/5/26 0:00,3108594183,
LSGGG54Y0ES077863,-57560,-121944,2014/5/26 0:00,2014/5/26 0:00,3108594180,
