车架号,厂家代码,公司代码,调拨日期,位置,详细位置,发动机号,颜色,车型,配置,价格,出厂日期,入库日期,来源,点款,加装,GMAC,其他记录,绑定订单,
LSGEN54A7LD057563,SGM7100JBA1,7100SLAT20,2020/1/1 9:32,库房,3号库,191780309,闪电白,科沃兹,新科沃兹 325T自动欣悦版(BT)(GB6) 20,89900,2019/7/29 0:00,2020/1/1 9:32,厂家到车,FALSE,,,,,
LSGEN54A5LD057805,SGM7100JBA1,7100SLAT20,2020/1/1 9:32,库房,3号库,191800094,闪电白,科沃兹,新科沃兹 325T自动欣悦版(BT)(GB6) 20,89900,2019/7/29 0:00,2020/1/1 9:32,厂家到车,FALSE,,,,,
LSGEN54A8LD121111,SGM7100JBA1,7100SLAT20,2020/1/3 17:22,库房,3号库,193150147,闪电白,科沃兹,新科沃兹 325T自动欣悦版(BT)(GB6) 20,89900,2019/12/4 0:00,2020/1/3 17:22,厂家到车,FALSE,,,,,
LSGEN54A6LD116554,SGM7100JBA1,7100SLAT20,2020/1/12 15:19,店内,门口,193010269,陨铁灰,科沃兹,新科沃兹 325T自动欣悦版(BT)(GB6) 20,89900,2019/11/18 0:00,2019/12/10 16:17,厂家到车,FALSE,,,,夏轩颐:(暂定),
LSGEN54AXLD071070,SGM7100JBA1,7100ATXSRL20,2019/12/28 17:14,库房,3号库,192110096,闪电白,科沃兹,新科沃兹 Redline 325T自动欣尚版(BT)(GB6) 20,96900,2019/8/21 0:00,2019/12/28 17:14,厂家到车,FALSE,,,,,
LSGEN54A5LD118294,SGM7100JBA1,7100ATXY20,2020/1/15 9:55,店内,门口,193080288,闪电白,科沃兹,新科沃兹 Redline 325T自动欣耀版(maple sugar)(GB6) 20,99900,2019/11/26 0:00,2019/12/10 16:16,厂家到车,TRUE,,,,,
LSGEM82A6LG005119,SGM7101JBA1,7101ATJB20,2020/1/1 9:30,库房,3号库,191370250,闪电白,创酷,新一代创酷 325T 自动劲版(BLACK) 20,109900,2019/6/21 0:00,2020/1/1 9:30,厂家到车,FALSE,,,,,
LSGEM82A7LG004674,SGM7101JBA1,7101ATJB20,2020/1/1 9:31,库房,3号库,191370276,闪电白,创酷,新一代创酷 325T 自动劲版(BLACK) 20,109900,2019/6/21 0:00,2020/1/1 9:31,厂家到车,FALSE,,,,,
LSGEM82A1LG004685,SGM7101JBA1,7101ATJB20,2020/1/6 10:16,店内,展厅,191370190,闪电白,创酷,新一代创酷 325T 自动劲版(BLACK) 20,109900,2019/6/23 0:00,2020/1/1 9:31,厂家到车,FALSE,,,,,
LSGEM82A1LG005447,SGM7101JBA1,7101ATJB20,2019/12/28 17:12,库房,3号库,191390177,珍珠黑,创酷,新一代创酷 325T 自动劲版(BLACK) 20,109900,2019/6/24 0:00,2019/12/28 17:12,厂家到车,FALSE,,,,,
